trader,tier,cluster,cluster_label,weight,dollar_allocation,sharpe,sortino,max_drawdown,win_rate,composite_score
0xe9873814c821a97f5bfc7e504a162f51c20e8f56,satellite,0,high_vol_pos_skew,0.00016807635759684216,16.807635759684217,1.3548494429847944,2.0783594562692667,-0.26525303407883066,0.4011627906976744,0.36612149532710275
0xeac842b2214cfece3f0d288293da19f408d91ede,core,2,high_wr_erratic_pos_skew,0.01734730872890608,1734.730872890608,5.390868319622149,7.8502787112271735,-0.09051086254504148,0.68,0.802803738317757
0xeeaf4055e581dae6a4eaea0a66181ecb207787f1,core,1,pos_skew,0.002599660037808824,259.9660037808824,3.726051040411982,6.5607483187949684,-0.19975925234600936,0.5416666666666666,0.7843457943925234
0xf39bb94b221eb648edd35ae5c4a5cf7cc0f761fa,core,0,high_vol_pos_skew,0.008500181277163978,850.0181277163979,3.094407334845406,17.365828932710684,-0.2774103075407031,0.47619047619047616,0.7724299065420561
0xf53cab0c6f25f48f985d1e2c40e03fc7c1963364,core,2,high_wr_erratic_pos_skew,0.004165088825810349,416.50888258103487,3.6543782858218976,10.964024317261842,-0.255226196119337,0.5232558139534884,0.6932242990654205
0xf5a523b171032c060d49c39fbf2e9bec473e1286,core,1,pos_skew,0.005305428648589437,530.5428648589437,3.2287668447854942,4.167760043403693,-0.1864610108587146,0.4375,0.7317757009345794
0xf69f85924704c4ddfbdedd5150c176f576011bfa,core,1,pos_skew,0.005305428648589437,530.5428648589437,4.164926794542353,7.03586634034845,-0.13381675739425783,0.47761194029850745,0.7147196261682244
0xf6a948c516b3c9cb057d1c7c3894714562535e44,core,1,pos_skew,0.0006241783750778983,62.41783750778983,6.365236682636971,14.364518972480024,-0.13304436920972249,0.5862068965517241,0.7745327102803738
0xf6b534d0500813a37ec32494321a37c46268a98b,satellite,1,pos_skew,0.0018197620264661762,181.97620264661762,2.5286731820560364,5.446160967798788,-0.16442150899385535,0.50920245398773,0.47990654205607475
0xf83858e57d9f804f5ca1603bce82558119aeac7b,satellite,0,high_vol_pos_skew,0.01734730872890608,1734.730872890608,2.1583892110671243,7.033163004064991,-0.34320959851744476,0.5722543352601156,0.5922897196261682
0xf83e8bd8dff2f1157d83ba11e698263411f3dbea,satellite,1,pos_skew,0.0006241783750778983,62.41783750778983,2.372820700176796,3.534327633269326,-0.41856842422116264,0.5465116279069767,0.4532710280373832
0xf83ff544ed6f00fe7a74782aee3fd9ea54d96728,satellite,1,pos_skew,0.005305428648589437,530.5428648589437,1.8234352236991296,2.555846410030558,-0.39685220841473434,0.5224719101123596,0.41869158878504675
0xf970f3cc94919eeab9078899cf4e0c808ae1dc06,core,1,pos_skew,0.005305428648589437,530.5428648589437,8.460463876196657,26.88846772706324,-0.0725724371660513,0.4772727272727273,0.7502336448598131
0xf9de4e7c610b325781388dcbc39107b09c05dcbd,core,1,pos_skew,3.598264120827441e-05,3.5982641208274413,2.9238672307651115,8.484281477630207,-0.3614129569599839,0.4941860465116279,0.7053738317757009
0xfc7a1c51e26efc6a3c8245cac5a29bce4d7a25aa,core,1,pos_skew,1.763149419205446e-05,1.763149419205446,2.9533945913128026,5.781155265631213,-0.49808638653742393,0.5684210526315789,0.7016355140186916
0xfceb9b27ca0fdd239e36ffa5cbbaf51725f0de87,core,1,pos_skew,2.518784884579209e-05,2.5187848845792087,2.461858270888019,4.705247391804504,-0.08879902495269058,0.5657894736842105,0.685981308411215
0xfe8fd7c18c9209aba3d3e0c0584accfb5c22900d,core,1,pos_skew,0.0018197620264661762,181.97620264661762,5.159087891294245,10.374814930313873,-0.22831229891217325,0.35714285714285715,0.7130841121495328
0xfed459402e31f2e16260f2d89cd8e654498d35f1,satellite,0,high_vol_pos_skew,0.01734730872890608,1734.730872890608,1.8208005154295055,5.613284770639547,-0.37090156114113143,0.5,0.6315420560747663
0xff14b7d0c7b16a425d07c7ef9cedcb8c9db8f305,core,0,high_vol_pos_skew,0.01734730872890608,1734.730872890608,2.07849649801899,28.479688960862532,-0.44781025183538475,0.575,0.7955607476635514
